DBInstanceIdentifier|DBName|AvailabilityZone|Engine|DBInstanceClass|Endpoint|VpcId|subnet|Launch_Time|acc_id|Owner|CostCenter|ClarityID|APPType|Environment|BillingContact|InstanceState|BackupID|SchedulerID|TerminationDate|ExceptionList|ChargeID|BackupDR
f1protocolaiqa01|n/a|eu-west-1a|mysql|db.m6g.xlarge|f1protocolaiqa01.cvkckieqzjhn.eu-west-1.rds.amazonaws.com|vpc-1431f770|subnet-6e73c30a,subnet-782e8a0e,subnet-0fcfa26ea4226fbd3|2023-09-29 01:54:56|128010802554|Technology and Infrastructure Service|NA|053218|Protocol AI UC in QA env|PPRD|ACCH1|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|null
f1qdevopsmd01|f1QDevOpsmd01|eu-west-1b|postgres|db.r6g.xlarge|f1qdevopsmd01.cvkckieqzjhn.eu-west-1.rds.amazonaws.com|vpc-1431f770|subnet-6e73c30a,subnet-782e8a0e,subnet-0fcfa26ea4226fbd3|2020-05-17 11:44:13|128010802554|Technology Architecture and Digital|I430002123|046374|Amazon RDS PostgreSQL|PPRD|PEREZIS1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1senseportalprd01|f1senseportalprd01|eu-west-1a|aurora-mysql|db.t3.medium|f1senseportalprd01.cvkckieqzjhn.eu-west-1.rds.amazonaws.com|vpc-1431f770|subnet-6e73c30a,subnet-782e8a0e,subnet-0fcfa26ea4226fbd3|2020-04-16 20:05:06|128010802554|Technology Architecture and Digital|1-41460.2|050263|Amazon RDS Aurora MySQL|PRD|REIDSH1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1senseportalprd01-eu-west-1b|f1senseportalprd01|eu-west-1b|aurora-mysql|db.t3.medium|f1senseportalprd01-eu-west-1b.cvkckieqzjhn.eu-west-1.rds.amazonaws.com|vpc-1431f770|subnet-6e73c30a,subnet-782e8a0e,subnet-0fcfa26ea4226fbd3|2020-04-16 20:11:30|128010802554|Technology Architecture and Digital|1-41460.2|050263|Amazon RDS Aurora MySQL|PRD|REIDSH1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1senseportalqa01|n/a|eu-west-1a|aurora-mysql|db.t3.medium|f1senseportalqa01.cvkckieqzjhn.eu-west-1.rds.amazonaws.com|vpc-1431f770|subnet-6e73c30a,subnet-782e8a0e,subnet-0fcfa26ea4226fbd3|2020-04-08 21:49:44|128010802554|Technology Architecture and Digital|1-41460.2|050263|Amazon RDS Aurora MySQL|PPRD|REIDSH1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
gnwprod|n/a|eu-west-1c|sqlserver-se|db.m6i.xlarge|gnwprod.cvkckieqzjhn.eu-west-1.rds.amazonaws.com|vpc-1431f770|subnet-6e73c30a,subnet-782e8a0e,subnet-0fcfa26ea4226fbd3|2024-04-20 14:39:26|128010802554|TIS|1-43999.1.01|048424|Amazon RDS SQL Server|PRD|PANDYAB3|null|EBS-NVS-D-35_GMT|null|null|null|IES-ALL|null
gnwqa|n/a|eu-west-1b|sqlserver-se|db.t3.xlarge|gnwqa.cvkckieqzjhn.eu-west-1.rds.amazonaws.com|vpc-1431f770|subnet-6e73c30a,subnet-782e8a0e,subnet-0fcfa26ea4226fbd3|2024-04-13 18:23:38|128010802554|Technology and Infrastructure Service|1-43999.1.01|048424|Amazon RDS SQL Serve|TST|PANDYAB3|null|EBS-NVS-D-35_GMT|null|NA|null|IES-ALL|null
hawkaif1prd01|hawkaif1prd01|eu-west-1b|mysql|db.m6g.large|hawkaif1prd01.cvkckieqzjhn.eu-west-1.rds.amazonaws.com|vpc-1431f770|subnet-6c73c308,subnet-7d2e8a0b,subnet-018257c47b9cd4b6c|2022-09-14 08:16:07|128010802554|Technology Architecture and Digital|1-42165.1.01|045879|Amazon MySQL RDS|PRD|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
hawkaif1qa01|hawkaif1qa01|eu-west-1b|mysql|db.m6g.large|hawkaif1qa01.cvkckieqzjhn.eu-west-1.rds.amazonaws.com|vpc-1431f770|subnet-6e73c30a,subnet-782e8a0e,subnet-0fcfa26ea4226fbd3|2022-09-08 11:49:29|128010802554|Technology Architecture and Digital|1-42165.1.01|045879|Amazon MySQL RDS|TST|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
idqf1prd01|IDQF1PRD|eu-west-1a|oracle-se2|db.m5.4xlarge|idqf1prd01.cvkckieqzjhn.eu-west-1.rds.amazonaws.com|vpc-1431f770|subnet-6c73c308,subnet-7d2e8a0b,subnet-018257c47b9cd4b6c|2021-04-21 12:29:38|128010802554|Technology Architecture and Digital|1-42165.1.01|045879|Amazon RDS Oracle|PRD|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
idqf1qa01|ORCL|eu-west-1b|oracle-se2|db.m5.xlarge|idqf1qa01.cvkckieqzjhn.eu-west-1.rds.amazonaws.com|vpc-1431f770|subnet-6e73c30a,subnet-782e8a0e,subnet-0fcfa26ea4226fbd3|2021-04-14 14:02:28|128010802554|Technology Architecture and Digital|1-42165.1.01|045879|Amazon RDS Oracle|PPRD|DENGFA3|null|EBS-NVS-D-35_GMT|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
aebraindev01|aebraindev01|us-east-1b|aurora-mysql|db.t3.medium|aebraindev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2019-04-05 15:15:19|866919043554|Technology Architecture and Digital|868527|045448|Amazon RDS Aurora|DEV|STARIGR2|null|null|NOT_REQUESTED|null|null|null|NOT_REQUESTED
aebraindev01-dec29th|aebraindev01|us-east-1c|aurora-mysql|db.t3.medium|aebraindev01-dec29th.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2023-02-01 11:29:49|866919043554|Technology Architecture and Digital|868527|045448|Amazon RDS Aurora|DEV|STARIGR2|null|null|NOT_REQUESTED|null|null|null|NOT_REQUESTED
appgwdev01|appgwdev01|us-east-1b|postgres|db.t3.small|appgwdev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2019-11-09 12:43:21|866919043554|Development IT|832339|050239|Amazon RDS PostgreSQL|DEV|GIFFOLI1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
artifacf1usnvdev01-instance-1|artifacf1usnvdev01|us-east-1a|aurora-postgresql|db.r6g.2xlarge|artifacf1usnvdev01-instance-1.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-19a8e133,subnet-929aa3e4,subnet-08c6a0871df8882df|2023-01-04 09:28:02|866919043554|Technology Architecture and Digital|1-42165.1.01|050495|Amazon RDS Aurora PostgreSQL|DEV|SUNDASH6|null|RDS-AWSBKP-D-35_GMTmin5|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
cdldev|ORCL|us-east-1c|oracle-se2|db.m5.large|cdldev.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-19a8e133,subnet-929aa3e4,subnet-08c6a0871df8882df|2020-04-21 21:03:38|866919043554|Development IT|I-001708|050495|Amazon RDS Oracle|DEV|KUMARP2R|null|null|NOT_REQUESTED|null|null|null|NOT_REQUESTED
datalakedev01|DLKDEV01|us-east-1c|oracle-se2|db.m5.large|datalakedev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-19a8e133,subnet-929aa3e4,subnet-08c6a0871df8882df|2016-07-29 06:39:39|866919043554|Commercial IT|I-001708|050495|Amazon RDS Oracle|DEV|LONGGR1|null|null|NOT_REQUESTED|null|null|null|NOT_REQUESTED
devcascld|CASCLD|us-east-1a|oracle-se2|db.m5.2xlarge|devcascld.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-19a8e133,subnet-929aa3e4,subnet-08c6a0871df8882df|2022-08-05 19:25:46|866919043554|CIT|430002685|034563|Amazon RDS Oracle|DEV|CORTEFE5|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
droiddev03|droiddev03|us-east-1b|postgres|db.r6g.xlarge|droiddev03.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2020-09-16 13:27:24|866919043554|Technology Architecture and Digital|I430001256|044711|Amazon RDS PostgreSQL|DEV|PATELHIB|null|null|NOT_REQUESTED|null|null|null|NOT_REQUESTED
ebxdev01|EBXDEV01|us-east-1c|oracle-ee|db.m5.2xlarge|ebxdev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-19a8e133,subnet-929aa3e4,subnet-08c6a0871df8882df|2021-10-28 08:12:09|866919043554|Technology Architecture and Digital|868556|046143|Amazon RDS Oracle|DEV|GUPTAAJ6|null|null|SCH-NVS-WRKDAYS_GMTmin5|null|NOT_APPLICABLE|null|NOT_REQUESTED
ebxdev02|EBXDEV02|us-east-1c|oracle-ee|db.m5.2xlarge|ebxdev02.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-19a8e133,subnet-929aa3e4,subnet-08c6a0871df8882df|2021-09-04 00:14:46|866919043554|Technology Architecture and Digital|20103760|046143|Amazon Elastic Compute Cloud/CentrifyY|DEV|GUPTAAJ6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
ebxdev04|EBXDEV04|us-east-1c|oracle-ee|db.r5.xlarge|ebxdev04.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-19a8e133,subnet-929aa3e4,subnet-08c6a0871df8882df|2022-01-27 10:05:57|866919043554|Technology Architecture and Digital|20103760|050820|Amazon RDS Oracle|DEV|GUPTAAJ6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1aidev01-instance-1|f1aidev01|us-east-1b|aurora-postgresql|db.t3.medium|f1aidev01-instance-1.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-19a8e133,subnet-929aa3e4,subnet-08c6a0871df8882df|2021-06-07 19:19:23|866919043554|Technology and Infrastructure Service|1-42165.1.01|050632|Amazon RDS Aurora PostgreSQL|DEV|DENGFA3|null|EBS-NVS-D-35_GMT_min5|NOT_REQUESTED|null|EXC_NVS-RDS-EXC036_NA_RITM5805355_20240507|null|NOT_REQUESTED
f1aidev01-instance-1-us-east-1c|f1aidev01|us-east-1c|aurora-postgresql|db.t3.medium|f1aidev01-instance-1-us-east-1c.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-19a8e133,subnet-929aa3e4,subnet-08c6a0871df8882df|2021-06-07 19:27:33|866919043554|Technology and Infrastructure Service|1-42165.1.01|050632|Amazon RDS Aurora PostgreSQL|DEV|DENGFA3|null|EBS-NVS-D-35_GMT_min5|NOT_REQUESTED|null|EXC_NVS-RDS-EXC036_NA_RITM5805355_20240507|null|NOT_REQUESTED
f1-airflow-container-dev-01|f1airflowcontainerdev01|us-east-1b|postgres|db.r6g.2xlarge|f1-airflow-container-dev-01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2021-03-11 14:03:41|866919043554|Technology Architecture and Digital|1-42165.1.01|045879|Amazon RDS PostgreSQL|DEV|DENGFA3|NA|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1centreeontologydev01|f1centreeontologydev01|us-east-1c|postgres|db.m6g.large|f1centreeontologydev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2022-04-14 08:47:02|866919043554|Technology Architecture and Digital|1-42165.1.01|050495|Amazon RDS PostgreSQL|DEV|RAJAMRA1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1idqdev|F1IDQDEV|us-east-1b|oracle-se2|db.m5.xlarge|f1idqdev.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-19a8e133,subnet-929aa3e4,subnet-08c6a0871df8882df|2021-07-13 07:38:23|866919043554|Technology Architecture and Digital|1-42165.1.01|050546|Amazon RDS Oracle|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1-matillion-container-dev-01|f1Matillioncontainerdev01|us-east-1c|postgres|db.r6g.2xlarge|f1-matillion-container-dev-01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2021-07-29 12:24:24|866919043554|Technology Architecture and Digital|1-42165.1.01|050495|Amazon RDS PostgreSQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1matilliondroidcontainerdev01|f1matilliondroidcontainerdev01|us-east-1c|postgres|db.m6g.large|f1matilliondroidcontainerdev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2023-02-24 13:18:19|866919043554|Technology and Infrastructure Service|1-42165.1.01|050495|Amazon RDS PostgreSQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1matillionetlcontainerdev01|f1matillionetlcontainerdev01|us-east-1c|postgres|db.t3.large|f1matillionetlcontainerdev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-19a8e133,subnet-929aa3e4,subnet-08c6a0871df8882df|2021-11-02 17:40:20|866919043554|Technology and Infrastructure Service|1-42165.1.01|050495|Amazon RDS PostgreSQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1matillionetlcontainerdev02|f1matillionetlcontainerdev02|us-east-1c|postgres|db.t3.large|f1matillionetlcontainerdev02.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2022-03-08 16:54:53|866919043554|Technology Architecture and Digital|1-42165.1.01|050495|Amazon RDS PostgreSQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1-matillionetl-droid-dev-01|f1matillionetldroiddev01|us-east-1c|postgres|db.t3.2xlarge|f1-matillionetl-droid-dev-01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2022-03-14 17:00:57|866919043554|Technology and Infrastructure Service|1-42165.1.01|050495|Amazon RDS PostgreSQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1matillionetlgbxdev01|f1matillionetlgbxdev01|us-east-1c|postgres|db.t3.2xlarge|f1matillionetlgbxdev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2022-03-01 08:08:26|866919043554|Technology Architecture and Digital|1-42165.1.01|050495|Amazon RDS PostgreSQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1matillionimdnacontainerdev01|n/a|us-east-1a|postgres|db.m6g.large|f1matillionimdnacontainerdev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2023-07-31 08:23:42|866919043554|Technology and Infrastructure Service|1-42165.1.01|050495|Amazon Elastic Compute Cloud/CentrifyY|DEV|SUNDASH6|null|EBS-NVS-D-35_GMTmin5|SCH-NVS-WRKDAYS_GMTmin5|null|null|null|null
f1matillionprsmcontainerdev01|f1matillionprsmcontainerdev01|us-east-1b|postgres|db.t3.large|f1matillionprsmcontainerdev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2022-05-31 15:06:04|866919043554|Technology Architecture and Digital|1-42165.1.01|050495|Amazon RDS PostgreSQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1mtlngbxec2dev02|n/a|us-east-1c|postgres|db.m6g.large|f1mtlngbxec2dev02.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2024-03-12 10:57:46|866919043554|Technology and Infrastructure Service|1-42165.1.01|050495|Amazon Elastic Compute Cloud|DEV|SUNDASH6|null|null|null|null|null|null|null
ff1etlframeworkcontainerdev01|ff1etlframeworkcontainerdev01|us-east-1c|postgres|db.r6g.2xlarge|ff1etlframeworkcontainerdev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2021-04-09 17:09:57|866919043554|Technology Architecture and Digital|1-42165.1.01|045879|Amazon RDS PostgreSQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
foresighdev01|n/a|us-east-1c|sqlserver-se|db.m5.large|foresighdev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2021-08-05 16:03:56|866919043554|Commercial IT|9100|050775|Amazon RDS SQL Server|DEV|FRANCRA1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
gbxdataikudev01|gbxdataikudev01|us-east-1b|postgres|db.m6g.4xlarge|gbxdataikudev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2021-03-06 11:37:16|866919043554|Technology Architecture and Digital|1-42165.1.01|050495|Amazon RDS PostgresSQL|DEV|RAJAMRA1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
gbxqlikdev01|n/a|us-east-1b|postgres|db.r6g.2xlarge|gbxqlikdev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2021-06-18 17:48:35|866919043554|Commercial IT|430000474|047052|Amazon RDS PostgreSQL    |DEV|KUMARR1U|null|null|NOT_REQUESTED|null|null|null|NOT_REQUESTED
glassboxdev001|glassboxdev01|us-east-1b|postgres|db.m6g.xlarge|glassboxdev001.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2021-04-12 08:10:20|866919043554|Commercial IT|430000474|046074|Amazon RDS PostgreSQL|DEV|KUMARR1U|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
limdev01|n/a|us-east-1b|sqlserver-se|db.m4.large|limdev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2018-09-12 20:52:46|866919043554|Development IT|7CGI|032510|Amazon RDS SQL Server|DEV|MUSCIJA1|null|null|SCH-RDS-WRKDAYS_GMTmin5|null|NOT_APPLICABLE|null|NOT_REQUESTED
mdm3dev01|MDM3DEV|us-east-1c|oracle-ee|db.m5.xlarge|mdm3dev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-19a8e133,subnet-929aa3e4,subnet-08c6a0871df8882df|2023-10-10 13:55:13|866919043554|Technology Architecture and Digital|null|050820|Amazon RDS Oracle|DEV|MUDDUVE2|null|null|SCH-NVS-WRKDAYS_GMTmin5|null|NOT_APPLICABLE|null|NOT_REQUESTED
omnichlmktg-instance-1|n/a|us-east-1b|aurora-postgresql|db.r6g.8xlarge|omnichlmktg-instance-1.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2023-10-25 12:33:40|866919043554|TAD|W1-43987.1.01|054208|Amazon Elastic Compute Cloud/Centrify|DEV|MAGEENI1|null|EBS-NVS-D-35_GMTmin5|SCH-NVS-WRKDAYS_GMTmin5|null|null|null|null
prod-restore-appgwdev02|appgwprd01|us-east-1a|postgres|db.t3.small|prod-restore-appgwdev02.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2024-05-23 09:01:16|866919043554|Development IT|832339|050239|Amazon RDS PostgreSQL|PRD|GIFFOLI1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
vanguardiandatahub01-instance-1|VANGUARDIANDATAHUB01|us-east-1b|aurora-postgresql|db.r6g.2xlarge|vanguardiandatahub01-instance-1.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-19a8e133,subnet-929aa3e4,subnet-08c6a0871df8882df|2021-11-20 18:59:31|866919043554|Technology and Infrastructure Service|1-42165.1.01|045683|Amazon RDS Aurora PostgreSQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
vanguardiandatahub01-instance-1-us-east-1c|VANGUARDIANDATAHUB01|us-east-1c|aurora-postgresql|db.r6g.2xlarge|vanguardiandatahub01-instance-1-us-east-1c.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-19a8e133,subnet-929aa3e4,subnet-08c6a0871df8882df|2021-11-20 19:05:48|866919043554|Technology and Infrastructure Service|1-42165.1.01|045683|Amazon RDS Aurora PostgreSQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
xraydb2usdev01|xraydb2usdev01|us-east-1a|postgres|db.r6g.large|xraydb2usdev01.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-929aa3e4,subnet-19a8e133,subnet-08c6a0871df8882df|2022-10-13 16:49:37|866919043554|Technology Architecture and Digital|I430002123|046374|Amazon RDS PostgreSQL|DEV|PEREZIS1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
xraydb2usvndev01-instance-1|xraydb2usvndev01|us-east-1c|aurora-postgresql|db.r6g.xlarge|xraydb2usvndev01-instance-1.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-19a8e133,subnet-929aa3e4,subnet-08c6a0871df8882df|2022-04-27 19:15:21|866919043554|Technology Architecture and Digital|I430002123|046374|Amazon RDS Aurora PostgreSQL|DEV|WEISSSH3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
xraydb2usvndev01-instance-1-us-east-1b|xraydb2usvndev01|us-east-1b|aurora-postgresql|db.r6g.xlarge|xraydb2usvndev01-instance-1-us-east-1b.c2nuecpdfi4a.us-east-1.rds.amazonaws.com|vpc-557dde32|subnet-19a8e133,subnet-929aa3e4,subnet-08c6a0871df8882df|2022-04-27 19:21:59|866919043554|Technology Architecture and Digital|I430002123|046374|Amazon RDS Aurora PostgreSQL|DEV|WEISSSH3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
aaaf1dev01|aaaf1dev01|eu-west-1b|postgres|db.t4g.medium|aaaf1dev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2020-12-05 11:51:06|866919043554|Technology Architecture and Digital|1-41460.2|045879|Amazon RDS PostgreSQL|DEV|DENGFA3|null|null|SCH-NVS-WRKDAYS_GMT|null|NOT_APPLICABLE|null|NOT_REQUESTED
aap2-dev-instance-1|aap2dev|eu-west-1a|aurora-postgresql|db.serverless|aap2-dev-instance-1.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2023-06-07 02:58:26|866919043554|Technology and Infrastructure Service|833223|046328|Amazon RDS Aurora PostgreSQL|DEV|GUPTAA2E|null|null|NOT_REQUESTED|null|null|null|NOT_REQUESTED
aap2-dev-instance-1-eu-west-1c|aap2dev|eu-west-1c|aurora-postgresql|db.serverless|aap2-dev-instance-1-eu-west-1c.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2023-06-07 03:07:12|866919043554|Technology and Infrastructure Service|833223|046328|Amazon RDS Aurora PostgreSQL|DEV|GUPTAA2E|null|null|NOT_REQUESTED|null|null|null|NOT_REQUESTED
accuridstimsdev|accuridstimsdev|eu-west-1a|postgres|db.t3.small|accuridstimsdev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-08-12 10:30:57|866919043554|Technology Architecture and Digital|1-41460.2|045879|NA|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
almqcdev|ALMQCDEV|eu-west-1a|oracle-se2|db.m5.2xlarge|almqcdev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-09-24 09:33:11|866919043554|Technology and Infrastructure Service|868251|044382|Amazon RDS Oracle|DEV|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
alvissdbdev|alviss_db_dev|eu-west-1b|postgres|db.m6g.large|alvissdbdev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-05-10 18:44:15|866919043554|Technology and Infrastructure Service|W1-41898.1.01|046395|Amazon RDS PostgreSQL|DEV|CHOUDJI1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
andromedamaster|andromedamaster|eu-west-1b|postgres|db.t4g.xlarge|andromedamaster.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-12-06 07:53:57|866919043554|Technology Architecture and Digital|1-41460.2|045879|Amazon RDS PostgreSQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
aquasec-zephyr|aquasec_zephyr|eu-west-1b|postgres|db.m6g.2xlarge|aquasec-zephyr.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-11-11 18:31:27|866919043554|Technology and Infrastructure Service|8A01|050799|Amazon Elastic Compute Cloud/CentrifyY|DEV|CHOWDSW1|null|null|SCH-NVS-WRKDAYS_GMT|null|NOT_APPLICABLE|null|NOT_REQUESTED
